open,high,low,volume,close,time
16672.8,16721.77,16664.18,297796.8809,16702.21,1671300000000
16694.09,16700.36,16647.15,315631.11555,16672.81,1671296400000
16700.78,16701.96,16675.79,280083.91146,16693.79,1671292800000
16648.79,16707.99,16645.23,446706.15559,16700.26,1671289200000
16667.6,16712.28,16642.0,619309.83195,16648.79,1671285600000
16694.6,16707.73,16650.0,603105.10656,16668.41,1671282000000
16707.55,16729.18,16667.0,338247.48477,16694.13,1671278400000
16730.38,16752.03,16688.0,472655.67572,16708.22,1671274800000
16695.26,16757.42,16661.71,464324.8493,16730.38,1671271200000
16719.91,16735.32,16676.11,404011.25827,16694.36,1671267600000
16746.15,16755.38,16708.38,440942.74308,16719.61,1671264000000
16711.07,16749.27,16676.91,610760.18233,16745.54,1671260400000
16688.98,16772.0,16670.08,736864.82121,16711.7,1671256800000
16706.05,16735.66,16675.01,503903.4422,16688.98,1671253200000
16676.85,16721.45,16653.53,633383.20551,16705.53,1671249600000
16657.88,16704.65,16643.49,531726.90256,16676.85,1671246000000
16669.4,16682.59,16579.85,940442.84121,16657.11,1671242400000
16705.54,16724.55,16657.7,604120.74744,16669.4,1671238800000
16631.5,16729.32,16600.31,994294.12931,16705.54,1671235200000
16723.5,16737.19,16527.32,2482180.76086,16632.12,1671231600000
16831.25,16871.98,16690.34,776418.34037,16723.5,1671228000000
16873.4,16890.0,16809.01,721031.20466,16831.24,1671224400000
16865.22,16956.55,16853.61,804409.82982,16872.58,1671220800000
16809.16,16880.56,16798.17,430957.33022,16864.81,1671217200000
