,open,high,low,volume,close,time
0,18096.48,18387.95,17915.31,1883232.50999,18213.47,1671040800000
1,18102.44,18150.0,18074.94,679721.30055,18096.48,1671037200000
2,18061.83,18157.4,18054.51,1472169.83503,18103.26,1671033600000
3,18062.82,18116.0,18019.32,1184644.80538,18061.83,1671030000000
4,17894.85,18095.0,17892.97,1370557.43729,18064.39,1671026400000
5,17913.65,17963.93,17861.59,1031636.72608,17894.86,1671022800000
6,17824.93,17934.78,17815.75,1099960.02764,17914.27,1671019200000
7,17827.67,17859.38,17807.24,654693.40403,17824.93,1671015600000
8,17815.22,17838.33,17795.06,512119.9727,17828.13,1671012000000
9,17840.71,17847.78,17785.0,602113.52851,17815.22,1671008400000
10,17805.54,17878.5,17793.35,722490.42049,17840.19,1671004800000
11,17784.13,17817.46,17777.73,500754.39837,17806.01,1671001200000
12,17785.28,17796.79,17761.74,405052.44829,17783.33,1670997600000
13,17769.29,17790.67,17734.19,434868.167,17784.86,1670994000000
14,17781.68,17789.65,17750.0,442513.05859,17769.29,1670990400000
15,17794.44,17838.28,17780.21,614846.19482,17781.68,1670986800000
16,17781.44,17810.7,17751.51,468071.33335,17794.93,1670983200000
17,17818.4,17845.0,17771.92,561413.71585,17780.99,1670979600000
18,17775.82,17834.05,17750.0,683015.7999,17818.88,1670976000000
19,17776.88,17818.99,17741.47,585010.25994,17774.7,1670972400000
20,17767.73,17788.2,17705.01,516621.68028,17776.44,1670968800000
21,17748.32,17779.12,17730.23,403967.13703,17767.73,1670965200000
22,17741.83,17781.97,17705.7,550731.80391,17747.22,1670961600000
23,17713.69,17787.18,17695.3,543297.71,17740.86,1670958000000
