open,high,low,volume,close,time
17163.99,17164.48,17119.03,907082.08227,17147.42,1670608800000
17159.12,17171.38,17150.61,669110.67928,17164.34,1670605200000
17181.5,17187.51,17152.07,856954.66019,17159.9,1670601600000
17156.25,17199.36,17136.94,1319062.93101,17181.5,1670598000000
17151.55,17173.94,17079.83,1420420.86975,17156.25,1670594400000
17257.31,17275.22,17058.21,1881135.68724,17150.7,1670590800000
17241.16,17360.0,17170.85,1262316.90678,17256.24,1670587200000
17216.21,17257.28,17209.29,611552.88238,17241.44,1670583600000
17238.06,17269.39,17203.12,1069488.81781,17216.21,1670580000000
17206.31,17263.7,17201.76,599873.03359,17237.4,1670576400000
17211.65,17216.0,17200.0,572349.17251,17206.31,1670572800000
17218.0,17235.85,17210.54,581468.83329,17211.93,1670569200000
17218.24,17220.0,17191.41,698181.48967,17218.0,1670565600000
17225.41,17225.41,17200.8,520473.94054,17218.24,1670562000000
17202.01,17229.0,17188.0,651269.06724,17224.37,1670558400000
17215.82,17234.09,17191.05,653975.84544,17202.03,1670554800000
17235.43,17255.61,17204.42,722591.51601,17216.38,1670551200000
17204.52,17300.0,17198.12,1001877.48026,17234.84,1670547600000
17224.1,17259.0,17186.5,777300.53578,17204.52,1670544000000
17202.36,17279.76,17201.23,962666.38916,17224.1,1670540400000
17180.93,17246.88,17176.04,764112.63011,17201.83,1670536800000
17195.91,17204.78,17169.25,453267.87419,17180.93,1670533200000
17251.32,17297.65,17154.94,847856.45812,17195.91,1670529600000
17248.03,17299.0,17187.0,1473317.24621,17251.62,1670526000000
