open,high,low,volume,close,time
16971.08,16983.65,16950.52,296541.84158,16969.45,1670090400000
16954.6,16982.01,16938.88,591855.76705,16971.68,1670086800000
16961.04,16967.54,16945.01,369581.02107,16955.39,1670083200000
16947.15,16983.77,16940.54,608258.16421,16961.49,1670079600000
16953.24,16955.31,16921.07,560195.96862,16947.15,1670076000000
16966.19,16966.64,16942.56,579746.47193,16952.53,1670072400000
16943.43,16968.99,16930.42,568577.60144,16965.71,1670068800000
16963.51,16965.66,16880.88,1097989.24907,16943.43,1670065200000
16979.13,16984.5,16951.47,438313.93707,16963.51,1670061600000
16947.09,16987.0,16929.81,623769.38017,16979.13,1670058000000
16964.51,16967.38,16918.0,531047.2418,16947.09,1670054400000
16976.11,16984.33,16925.55,597550.41038,16964.51,1670050800000
17016.31,17018.49,16943.73,896960.23351,16976.72,1670047200000
17015.45,17026.47,17011.0,405888.03689,17016.31,1670043600000
17021.16,17036.24,17008.41,512142.57976,17015.45,1670040000000
17028.46,17032.52,17011.0,513954.67973,17020.89,1670036400000
17051.11,17058.95,17012.65,572526.09005,17028.46,1670032800000
17047.93,17056.25,17012.34,626218.14851,17052.77,1670029200000
17092.13,17188.98,17038.0,1169619.49843,17047.93,1670025600000
17041.26,17099.0,17041.18,635539.45058,17092.74,1670022000000
17012.38,17079.0,17010.14,427405.23763,17041.94,1670018400000
17029.59,17050.64,16994.59,572566.59837,17012.38,1670014800000
16987.01,17057.42,16977.49,546277.57571,17029.59,1670011200000
16954.63,16997.19,16930.03,465402.0353,16987.01,1670007600000
