,open,high,low,volume,close,time
0,17398.6,17422.43,17314.0,648971.39345,17401.02,1671127200000
1,17399.54,17443.36,17375.29,816726.25338,17399.32,1671123600000
2,17428.43,17446.37,17341.77,1078201.48032,17398.61,1671120000000
3,17454.85,17492.37,17374.89,1483372.17575,17423.23,1671116400000
4,17505.46,17550.11,17401.8,1268539.76265,17454.83,1671112800000
5,17683.89,17692.87,17454.39,1955895.22409,17505.88,1671109200000
6,17720.33,17725.93,17660.01,581981.01639,17683.43,1671105600000
7,17665.21,17726.0,17651.0,482531.27467,17720.33,1671102000000
8,17696.2,17698.29,17646.19,467752.85246,17665.84,1671098400000
9,17628.47,17697.56,17610.22,575943.75817,17695.53,1671094800000
10,17690.84,17713.24,17620.01,654528.93227,17627.85,1671091200000
11,17719.38,17738.86,17683.32,384673.00532,17691.45,1671087600000
12,17714.01,17746.0,17707.29,372548.73843,17718.95,1671084000000
13,17708.14,17738.22,17691.1,350552.81377,17714.01,1671080400000
14,17729.57,17732.46,17681.3,372174.29608,17706.47,1671076800000
15,17716.77,17754.97,17696.17,457471.21735,17729.56,1671073200000
16,17631.77,17726.35,17561.0,1065568.74224,17716.77,1671069600000
17,17791.53,17822.16,17605.01,672924.97991,17631.6,1671066000000
18,17804.01,17854.82,17783.03,608587.76177,17791.5,1671062400000
19,17837.0,17846.63,17775.0,470369.63778,17803.15,1671058800000
20,17831.61,17878.73,17791.09,560974.63338,17837.0,1671055200000
21,17765.98,17849.83,17764.41,612693.40739,17832.65,1671051600000
22,17792.9,17947.33,17660.94,1888568.84161,17765.97,1671048000000
23,18222.21,18350.0,17709.62,4553078.22347,17792.9,1671044400000
