open,high,low,volume,close,time
17177.18,17214.78,17168.0,281008.11415,17202.15,1670781600000
17164.13,17177.65,17163.68,283334.83713,17177.19,1670778000000
17153.52,17169.4,17146.0,374034.48501,17163.97,1670774400000
17154.94,17157.77,17139.67,326551.44367,17153.52,1670770800000
17157.21,17159.58,17130.1,660899.30046,17154.75,1670767200000
17159.9,17169.8,17127.96,657151.05959,17157.5,1670763600000
17167.12,17169.76,17145.66,505099.71822,17160.19,1670760000000
17166.81,17171.99,17140.01,646091.71673,17167.43,1670756400000
17167.86,17174.66,17148.22,487163.69164,17167.04,1670752800000
17176.67,17177.32,17160.01,336886.98733,17168.21,1670749200000
17180.88,17187.67,17154.56,561138.02955,17176.67,1670745600000
17172.22,17194.07,17152.94,558257.34536,17180.88,1670742000000
17174.82,17200.0,17163.0,587023.50108,17172.22,1670738400000
17168.74,17190.33,17152.53,658167.73143,17174.82,1670734800000
17153.81,17172.14,17150.29,435221.10255,17168.54,1670731200000
17143.85,17175.0,17140.03,434534.37491,17153.61,1670727600000
17164.4,17166.9,17139.79,428458.52475,17143.85,1670724000000
17140.78,17170.6,17135.19,391346.14352,17163.92,1670720400000
17127.49,17146.8,17121.92,408742.73844,17141.07,1670716800000
17138.24,17149.65,17092.0,606303.01794,17127.49,1670713200000
17125.43,17159.82,17112.25,501431.31787,17138.24,1670709600000
17171.31,17177.16,17125.0,400977.48458,17125.43,1670706000000
17175.5,17183.87,17166.73,289143.74535,17171.31,1670702400000
17185.23,17191.29,17165.14,329597.74707,17175.8,1670698800000
