open,high,low,volume,close,time
17644.6,17732.0,17631.17,934315.7032,17713.69,1670954400000
17758.27,17792.55,17618.38,1125282.13058,17643.73,1670950800000
17753.54,17840.0,17722.09,1025397.09189,17757.07,1670947200000
17871.78,17887.41,17731.0,1522287.75402,17752.94,1670943600000
17899.26,17951.83,17832.16,1820202.80604,17871.78,1670940000000
17427.02,18000.0,17395.0,3105054.24044,17897.86,1670936400000
17444.32,17500.0,17404.11,1033944.55864,17426.84,1670932800000
17392.63,17482.59,17387.02,1118396.49599,17444.63,1670929200000
17427.82,17477.06,17357.74,2097927.07257,17392.26,1670925600000
17160.14,17500.0,17155.5,776560.55714,17460.65,1670922000000
17164.82,17187.18,17155.0,765638.31672,17160.16,1670918400000
17151.56,17179.41,17080.14,1565782.85557,17165.17,1670914800000
17185.59,17208.47,17141.0,732076.11774,17151.56,1670911200000
17169.31,17196.5,17161.32,434421.15856,17186.44,1670907600000
17152.37,17189.42,17135.34,701679.92522,17168.95,1670904000000
17151.74,17167.85,17135.0,611195.89439,17152.37,1670900400000
17146.05,17158.99,17119.02,576016.63431,17150.17,1670896800000
17159.1,17166.98,17140.09,489667.68208,17146.05,1670893200000
17208.93,17238.7,17145.0,766776.13967,17159.1,1670889600000
17157.98,17241.89,17153.6,560117.89333,17210.97,1670886000000
17175.67,17193.04,17141.44,432202.2884,17157.98,1670882400000
17123.57,17219.72,17118.0,1473794.11949,17175.67,1670878800000
17043.22,17124.36,17042.48,735220.64782,17115.94,1670875200000
17023.15,17046.43,17005.7,410574.83001,17045.0,1670871600000
