open,high,low,volume,close,time
16640.02,16668.0,16617.21,489399.65869,16632.92,1672250400000
16607.86,16658.9,16590.37,450397.9067,16640.45,1672246800000
16578.02,16627.92,16563.63,785181.49687,16608.23,1672243200000
16739.66,16785.19,16569.94,1152732.35643,16578.52,1672239600000
16652.02,16767.31,16627.94,832180.8267,16738.93,1672236000000
16655.7,16664.97,16640.67,400519.62698,16652.02,1672232400000
16678.52,16687.57,16651.54,459116.32347,16655.69,1672228800000
16664.88,16689.3,16659.85,440851.56487,16678.98,1672225200000
16659.0,16682.0,16646.05,529257.65767,16663.73,1672221600000
16643.66,16681.0,16632.0,430929.32188,16659.0,1672218000000
16647.16,16666.58,16632.0,501567.8369,16643.65,1672214400000
16612.21,16655.17,16610.99,490744.75021,16647.16,1672210800000
16603.96,16622.09,16592.18,491429.58271,16612.64,1672207200000
16660.15,16668.0,16585.71,681465.50207,16602.98,1672203600000
16650.65,16678.85,16641.25,476096.20627,16660.44,1672200000000
16683.81,16694.68,16559.79,1346963.54358,16650.65,1672196400000
16695.55,16713.41,16677.42,414937.90709,16683.81,1672192800000
16686.23,16755.2,16649.99,658604.23401,16695.55,1672189200000
16706.06,16724.69,16667.28,381901.88791,16686.23,1672185600000
16690.96,16723.24,16684.82,432908.69136,16706.36,1672182000000
16702.83,16708.8,16686.39,322372.61748,16689.93,1672178400000
16666.46,16716.93,16651.03,374145.22304,16703.55,1672174800000
16690.75,16697.52,16656.72,476228.5108,16666.46,1672171200000
16636.46,16691.63,16592.37,639644.3916,16690.75,1672167600000
