,open,high,low,volume,close,time
0,17010.5,17032.0,17005.0,440107.44327,17023.15,1670868000000
1,17002.5,17015.0,16981.03,474003.34485,17010.09,1670864400000
2,17010.19,17022.02,16988.01,696668.87165,17002.49,1670860800000
3,17017.89,17043.63,17003.8,771327.03596,17010.81,1670857200000
4,16970.49,17054.79,16967.93,1145162.04342,17018.29,1670853600000
5,16962.13,17002.89,16960.0,682138.01948,16971.18,1670850000000
6,16989.45,17010.0,16920.61,1297569.94424,16961.5,1670846400000
7,16987.47,16993.54,16978.74,493859.03778,16988.62,1670842800000
8,16961.41,17008.4,16959.54,587114.13462,16987.47,1670839200000
9,16935.11,16975.0,16930.69,762633.36118,16961.21,1670835600000
10,16923.61,16941.31,16903.49,770445.29371,16935.11,1670832000000
11,16939.34,16943.94,16906.05,709528.9192,16923.94,1670828400000
12,16945.12,16945.31,16926.01,492964.4872,16939.47,1670824800000
13,16933.01,16948.66,16923.91,600509.76347,16945.12,1670821200000
14,16918.69,16938.21,16903.64,832406.09115,16932.45,1670817600000
15,16902.51,16921.12,16875.73,1058876.66503,16918.97,1670814000000
16,16951.26,16959.42,16871.85,938118.81657,16902.51,1670810400000
17,16949.76,16979.11,16921.0,911753.20804,16951.26,1670806800000
18,17085.05,17087.67,16929.65,2169939.40435,16950.25,1670803200000
19,17101.41,17129.3,17071.0,999933.3417,17085.05,1670799600000
20,17113.2,17129.03,17090.03,460919.77688,17101.41,1670796000000
21,17100.97,17148.94,17089.1,565907.1342,17113.2,1670792400000
22,17177.88,17179.4,17088.0,1266665.01811,17100.97,1670788800000
23,17203.0,17270.99,17136.0,1248667.46461,17177.43,1670785200000
