open,high,low,volume,close,time
17052.21,17159.0,17034.73,1331995.53213,17064.6,1670176800000
17016.6,17058.64,16972.36,507797.2583,17052.24,1670173200000
17029.88,17100.0,17003.79,769599.04332,17016.6,1670169600000
17007.72,17067.45,17006.99,1165543.47484,17029.88,1670166000000
16946.66,17014.18,16930.89,690994.39032,17006.96,1670162400000
16957.33,16959.0,16915.0,454457.43208,16946.81,1670158800000
16948.64,16962.89,16926.54,617505.11084,16956.92,1670155200000
17001.43,17006.23,16905.01,683135.20403,16948.64,1670151600000
17000.17,17008.99,16991.54,577401.69577,17001.95,1670148000000
17012.1,17033.77,17000.0,410390.69944,17001.26,1670144400000
16996.39,17050.0,16976.05,717057.45261,17011.78,1670140800000
16999.02,17016.22,16989.0,543194.9747,16996.39,1670137200000
17015.68,17047.0,16993.0,602951.90168,16999.02,1670133600000
17007.7,17068.0,17000.11,1035626.13328,17015.09,1670130000000
16959.64,17020.9,16958.15,541219.39004,17007.7,1670126400000
16973.7,16979.28,16948.0,452434.81547,16959.64,1670122800000
16967.26,16986.85,16945.61,461599.6921,16973.96,1670119200000
16948.56,17049.45,16935.0,850011.91762,16966.62,1670115600000
16885.2,16967.53,16878.25,830174.21528,16947.65,1670112000000
16901.27,16917.01,16870.69,566550.19873,16885.2,1670108400000
16947.76,16952.36,16858.74,674272.34431,16901.27,1670104800000
16934.16,16952.12,16875.0,830980.94582,16947.76,1670101200000
16953.88,16959.61,16911.94,299255.43671,16934.23,1670097600000
16969.36,16972.93,16937.84,333955.8238,16953.4,1670094000000
