,open,high,low,volume,close,time
0,16967.67,16976.33,16908.05,682567.58783,16931.04,1669917600000
1,16981.76,16990.0,16928.2,826940.16369,16967.67,1669914000000
2,16977.6,17000.0,16919.4,1002189.38407,16981.76,1669910400000
3,17104.27,17145.58,16895.02,2306395.04415,16977.67,1669906800000
4,17089.84,17143.78,17027.66,1651456.46814,17104.27,1669903200000
5,17136.27,17324.0,16974.44,1211388.69186,17088.86,1669899600000
6,17102.47,17156.33,17100.0,1014160.85751,17137.08,1669896000000
7,17096.31,17107.74,17042.37,873281.57576,17102.47,1669892400000
8,17111.4,17113.98,17086.01,595839.15213,17096.31,1669888800000
9,17110.79,17119.25,17086.01,765614.48103,17111.7,1669885200000
10,17070.21,17137.75,17058.51,861897.2618,17110.79,1669881600000
11,17120.35,17124.67,17064.11,696451.64244,17070.21,1669878000000
12,17110.95,17130.0,17084.49,574825.83409,17120.89,1669874400000
13,17142.23,17151.75,17059.58,653435.27675,17110.11,1669870800000
14,17150.98,17168.0,17129.27,709470.0653,17142.23,1669867200000
15,17124.53,17169.73,17122.18,750536.08115,17150.98,1669863600000
16,17117.13,17142.99,17088.01,715066.88643,17123.98,1669860000000
17,17161.55,17170.32,17105.37,824877.5353,17117.13,1669856400000
18,17165.53,17236.29,17122.65,1491152.18831,17161.55,1669852800000
19,17148.29,17227.23,17109.98,1156694.53992,17163.64,1669849200000
20,17106.64,17249.0,17069.04,594728.17855,17148.29,1669845600000
21,17098.37,17111.7,17028.37,840388.03723,17106.61,1669842000000
22,17061.14,17103.52,17030.21,773655.37659,17097.19,1669838400000
23,16920.45,17147.16,16917.3,1965648.8131,17062.85,1669834800000
