open,high,low,volume,close,time
17055.01,17129.72,17035.99,748808.21168,17048.07,1670263200000
17043.22,17087.84,16999.84,885576.78436,17055.01,1670259600000
17083.92,17106.14,16980.28,1007310.70819,17043.22,1670256000000
17206.82,17207.27,17015.32,2084088.61577,17083.92,1670252400000
17232.4,17238.76,17171.45,782100.35561,17206.82,1670248800000
17254.63,17285.57,17211.0,546694.63526,17232.41,1670245200000
17310.08,17313.48,17230.01,707506.79689,17254.05,1670241600000
17298.85,17315.0,17282.95,527450.343,17310.51,1670238000000
17303.76,17327.83,17282.2,466193.11966,17299.28,1670234400000
17359.21,17363.2,17281.42,902583.63453,17303.76,1670230800000
17313.34,17386.0,17300.0,1294086.24875,17359.53,1670227200000
17308.28,17364.68,17293.87,594747.38698,17313.93,1670223600000
17340.42,17347.0,17284.19,707006.10913,17308.88,1670220000000
17354.32,17407.38,17303.02,1634028.66852,17338.95,1670216400000
17197.22,17424.25,17191.74,765446.34327,17358.09,1670212800000
17245.12,17277.96,17185.78,1133302.67527,17196.88,1670209200000
17269.05,17349.99,17234.04,1014030.44306,17245.12,1670205600000
17216.15,17300.0,17196.19,796791.36801,17268.49,1670202000000
17106.65,17268.38,17076.85,1177730.26847,17216.15,1670198400000
17103.29,17202.84,17080.0,905696.45918,17105.7,1670194800000
17110.25,17133.4,17075.55,354705.57705,17103.53,1670191200000
17091.18,17120.0,17072.38,342241.64785,17110.25,1670187600000
17085.53,17127.88,17069.01,393716.46577,17091.76,1670184000000
17064.61,17104.96,17047.41,858350.64031,17085.53,1670180400000
