,open,high,low,volume,close,time
0,16966.57,17282.15,16958.96,1589313.60722,17248.03,1670522400000
1,16947.8,16977.36,16933.65,862795.04193,16966.57,1670518800000
2,16917.39,16957.88,16909.46,818088.77124,16947.8,1670515200000
3,16897.98,16957.79,16881.26,1403847.34234,16917.4,1670511600000
4,16856.57,16939.84,16829.26,836883.56044,16897.41,1670508000000
5,16829.14,16870.0,16802.88,787217.25235,16856.57,1670504400000
6,16850.88,16879.16,16826.02,1015568.6538,16829.14,1670500800000
7,16822.91,16863.01,16733.49,737376.19039,16851.02,1670497200000
8,16801.18,16834.66,16798.71,507046.94708,16822.91,1670493600000
9,16832.0,16846.34,16793.0,662079.45023,16801.58,1670490000000
10,16825.55,16839.99,16817.81,480554.71882,16832.77,1670486400000
11,16805.18,16844.96,16800.03,766080.74064,16825.55,1670482800000
12,16819.03,16819.62,16777.0,701756.17382,16804.77,1670479200000
13,16816.89,16826.53,16801.03,529234.38978,16819.23,1670475600000
14,16834.32,16851.0,16811.0,752740.9024,16816.89,1670472000000
15,16843.84,16866.86,16823.79,680954.78382,16834.32,1670468400000
16,16831.09,16883.51,16808.36,608022.52768,16843.46,1670464800000
17,16813.01,16847.41,16780.01,923562.50447,16830.7,1670461200000
18,16836.64,16890.01,16810.0,755095.49868,16812.53,1670457600000
19,16841.87,16865.81,16825.0,628196.45692,16836.64,1670454000000
20,16829.53,16855.0,16793.7,427925.60962,16841.87,1670450400000
21,16821.63,16834.0,16807.29,381166.87818,16828.88,1670446800000
22,16815.13,16844.5,16801.02,509012.629,16822.12,1670443200000
23,16783.88,16832.0,16783.07,503978.43719,16815.73,1670439600000
