,open,high,low,volume,close,time
0,16959.77,16998.42,16912.24,881989.46802,16971.71,1670349600000
1,16986.91,17006.44,16944.77,925181.31638,16959.77,1670346000000
2,16985.27,17021.56,16965.64,1130688.65548,16986.4,1670342400000
3,16972.26,17024.67,16930.0,1842580.74272,16985.27,1670338800000
4,16984.94,17018.67,16958.0,1125792.76223,16972.26,1670335200000
5,16996.9,17032.95,16975.13,681298.24824,16984.94,1670331600000
6,16983.42,17022.33,16976.27,802090.73781,16996.9,1670328000000
7,16967.47,16992.19,16906.37,884674.4694,16983.9,1670324400000
8,16974.41,16985.64,16938.52,999207.65005,16966.84,1670320800000
9,17034.31,17037.55,16972.0,648315.04399,16974.34,1670317200000
10,17001.17,17041.96,16970.03,876886.68093,17034.17,1670313600000
11,17001.51,17019.46,16988.2,530451.0208,17001.17,1670310000000
12,16976.21,17023.41,16955.13,682035.54324,17001.51,1670306400000
13,17003.33,17009.13,16962.18,575739.07598,16976.06,1670302800000
14,17003.84,17015.59,16966.34,790979.65052,17003.9,1670299200000
15,17034.34,17059.35,16996.51,498979.93116,17003.88,1670295600000
16,17031.68,17083.37,17010.01,835089.51957,17033.74,1670292000000
17,17044.26,17102.97,17025.46,1124821.11745,17031.22,1670288400000
18,16966.35,17050.61,16965.98,817304.36274,17043.86,1670284800000
19,16944.0,16989.59,16917.35,758042.19487,16966.35,1670281200000
20,16973.93,16975.0,16930.0,566750.4497,16944.0,1670277600000
21,16938.55,16979.01,16931.0,452072.14846,16973.42,1670274000000
22,16926.65,16951.4,16899.09,558153.91335,16938.55,1670270400000
23,17048.98,17061.41,16867.0,1469220.80062,16926.65,1670266800000
