open,high,low,volume,close,time
16711.88,16794.99,16710.04,901974.83878,16746.22,1671386400000
16694.98,16716.96,16677.0,296895.20505,16712.58,1671382800000
16683.83,16705.83,16676.15,324526.31344,16694.85,1671379200000
16686.69,16700.92,16673.63,268609.99006,16683.84,1671375600000
16709.99,16727.0,16680.33,333326.93188,16686.69,1671372000000
16719.91,16730.54,16691.33,348369.6585,16710.05,1671368400000
16711.35,16738.0,16701.28,310620.2172,16719.91,1671364800000
16705.17,16725.82,16697.77,301132.04414,16711.35,1671361200000
16696.32,16717.37,16687.24,406042.41815,16705.17,1671357600000
16752.46,16754.76,16663.07,606009.25897,16696.88,1671354000000
16750.83,16767.58,16737.48,399895.22544,16753.46,1671350400000
16736.5,16761.17,16733.95,349562.37087,16750.83,1671346800000
16739.06,16746.7,16718.01,350034.86385,16736.02,1671343200000
16764.79,16768.66,16735.0,306441.90064,16739.58,1671339600000
16741.02,16804.7,16735.74,576382.76438,16764.79,1671336000000
16731.19,16744.13,16724.88,180962.71207,16741.02,1671332400000
16714.0,16736.86,16708.0,171211.27734,16732.17,1671328800000
16747.07,16747.71,16702.23,322889.33701,16713.55,1671325200000
16777.54,16784.8,16721.74,423039.78507,16747.0,1671321600000
16739.77,16796.82,16720.0,632212.64132,16776.52,1671318000000
16709.53,16766.0,16700.0,162788.06831,16739.34,1671314400000
16701.46,16737.1,16691.31,369444.84192,16709.53,1671310800000
16692.16,16709.98,16685.03,196076.11056,16701.48,1671307200000
16701.69,16718.66,16685.0,218358.3974,16691.63,1671303600000
