open,high,low,volume,close,time
16533.77,16573.01,16518.81,403823.13737,16567.4,1672423200000
16545.86,16551.4,16517.08,387415.86622,16533.12,1672419600000
16555.26,16577.0,16515.45,608063.98128,16545.86,1672416000000
16414.18,16580.7,16400.4,1283104.95686,16555.26,1672412400000
16465.87,16500.44,16333.0,742918.02832,16411.2,1672408800000
16494.14,16505.95,16457.63,422729.05099,16465.88,1672405200000
16495.96,16507.92,16472.31,531127.99498,16494.58,1672401600000
16488.87,16518.3,16484.0,324721.82663,16496.27,1672398000000
16517.55,16530.64,16485.51,359431.63418,16488.71,1672394400000
16500.24,16531.1,16497.31,372348.78812,16517.21,1672390800000
16475.1,16510.09,16458.25,378818.59917,16499.72,1672387200000
16545.55,16546.38,16429.0,873878.28731,16474.93,1672383600000
16554.39,16574.66,16534.52,429309.51328,16544.94,1672380000000
16613.94,16614.54,16517.09,361663.01316,16554.39,1672376400000
16598.79,16615.35,16590.86,349366.62658,16613.79,1672372800000
16603.63,16615.55,16582.95,313425.67615,16599.08,1672369200000
16608.63,16624.4,16579.75,391998.00678,16604.27,1672365600000
16629.52,16635.81,16601.24,307369.49047,16608.9,1672362000000
16633.47,16648.77,16617.74,348410.03,16629.52,1672358400000
16619.56,16654.51,16612.39,601747.64403,16633.47,1672354800000
16599.53,16639.0,16595.09,384218.2493,16619.56,1672351200000
16599.24,16614.88,16590.76,359733.89938,16599.54,1672347600000
16612.4,16618.63,16555.57,634911.0301,16605.37,1672344000000
16633.73,16642.08,16590.82,463492.31567,16613.04,1672340400000
